Unnamed: 0,CPUname,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS
1501,AMD A6-5357M,CPU,2013-06-01,32.0,35.0,246.0,1178.0,2900.0,Unknown,AMD,,,
1502,Intel Xeon L5518,CPU,2009-03-30,45.0,60.0,263.0,731.0,2133.0,Intel,Intel,,,
1503,Intel Xeon E5645,CPU,2010-03-16,32.0,80.0,239.0,1170.0,2400.0,Intel,Intel,,,
1504,AMD A6-9500E,CPU,2017-07-27,28.0,35.0,246.0,1178.0,3000.0,Unknown,AMD,,,
1505,Intel Core Duo ULV L2400,CPU,2006-09-03,65.0,9.0,90.0,151.0,1066.0,Intel,Intel,,,
1506,Intel Core Duo T2500,CPU,2006-01-05,65.0,31.0,90.0,151.0,1992.0,Intel,Intel,,,
1507,Intel Xeon E7-8890 v3,CPU,2015-06-01,22.0,165.0,160.0,1400.0,2500.0,Intel,Intel,,,
1508,AMD Athlon X2 QL-67,CPU,2008-12-01,65.0,35.0,,,2200.0,Unknown,AMD,,,
1509,Intel Pentium 4 2.60,CPU,2002-08-25,130.0,92.0,146.0,55.0,2600.0,Intel,Intel,,,
1510,Intel Xeon E3-1285 v6,CPU,2017-08-01,14.0,79.0,160.0,1400.0,4100.0,Intel,Intel,,,
1511,AMD Sempron 2400+,CPU,2001-01-01,130.0,62.0,101.0,63.0,1667.0,Unknown,AMD,,,
1512,AMD Ryzen 7 1700,CPU,2017-03-02,14.0,65.0,192.0,4800.0,3000.0,GF,AMD,,,
1513,AMD Athlon 64 3000+,CPU,2004-04-27,130.0,32.0,144.0,69.0,1800.0,Unknown,AMD,,,
1514,Intel Core i7-3960X,CPU,2011-11-14,32.0,130.0,435.0,2270.0,3300.0,Intel,Intel,,,
1515,AMD Phenom II X6 1045T,CPU,2010-09-01,45.0,95.0,346.0,904.0,2700.0,Unknown,AMD,,,
1516,AMD A8-4500M,CPU,2012-05-15,32.0,35.0,246.0,1178.0,1900.0,Unknown,AMD,,,
1517,Intel Xeon E5-2660 v2,CPU,2013-09-01,22.0,95.0,160.0,1400.0,2200.0,Intel,Intel,,,
1518,Intel Pentium 4 HT 3.00,CPU,2003-04-14,130.0,82.0,131.0,55.0,3000.0,Intel,Intel,,,
1519,AMD Athlon 64 FX-60,CPU,2006-01-09,90.0,110.0,199.0,233.0,2600.0,Unknown,AMD,,,
1520,Intel Core i5-11400T,CPU,2021-03-16,14.0,35.0,,,1300.0,Intel,Intel,,,
1521,AMD Athlon XP 3100+,CPU,2003-12-01,130.0,68.0,,63.0,2200.0,Unknown,AMD,,,
1522,AMD Sempron 3600+,CPU,2006-05-17,90.0,62.0,,69.0,2200.0,Unknown,AMD,,,
1523,Intel Core i5-10500,CPU,2020-04-30,14.0,65.0,,,3100.0,Intel,Intel,,,
1524,AMD Ryzen 3 PRO 1200,CPU,2017-06-29,14.0,65.0,192.0,4800.0,3100.0,GF,AMD,,,
1525,Intel Xeon Gold 6326,CPU,2021-04-06,10.0,185.0,,,2900.0,Intel,Intel,,,
1526,AMD EPYC Embedded 3251,CPU,2018-02-21,14.0,50.0,213.0,4800.0,2500.0,GF,AMD,,,
1527,Intel Xeon 3.6,CPU,2004-06-28,90.0,135.0,135.0,155.0,3600.0,Intel,Intel,,,
1528,Intel Atom Z2760,CPU,2012-09-27,32.0,3.0,65.0,140.0,1800.0,Intel,Intel,,,
1529,AMD Sempron 3400+,CPU,2006-05-17,90.0,25.0,,69.0,2000.0,Unknown,AMD,,,
1530,Intel Pentium G3258,CPU,2014-06-02,22.0,54.0,177.0,1400.0,3200.0,Intel,Intel,,,
1531,AMD Opteron 856,CPU,2006-04-01,90.0,92.0,,106.0,3000.0,Unknown,AMD,,,
1532,AMD A10-5745M,CPU,2013-06-01,32.0,25.0,246.0,1178.0,2100.0,Unknown,AMD,,,
1533,Intel Core i5-560M,CPU,2010-09-26,32.0,35.0,81.0,382.0,2667.0,Intel,Intel,,,
1534,Intel Pentium 4-M 2.20,CPU,2002-09-16,130.0,35.0,131.0,55.0,2200.0,Intel,Intel,,,
1535,Intel Core i5-430M,CPU,2010-01-07,32.0,35.0,81.0,382.0,2267.0,Intel,Intel,,,
1536,AMD Ryzen Threadripper 2920X,CPU,2018-10-03,12.0,180.0,213.0,19200.0,3500.0,GF,AMD,,,
1537,Intel Core i5-8650K,CPU,2018-09-01,14.0,95.0,,,3700.0,Intel,Intel,,,
1538,Intel Pentium 4 HT 540,CPU,2004-06-21,90.0,84.0,109.0,125.0,3200.0,Intel,Intel,,,
1539,Intel Core i7-8565U,CPU,2018-10-01,14.0,28.0,123.0,,1800.0,Intel,Intel,,,
1540,Intel Atom CE4100,CPU,2009-09-24,45.0,7.0,26.0,47.0,1200.0,Intel,Intel,,,
1541,Intel Core i9-7940X,CPU,2017-09-01,14.0,165.0,,,3100.0,Intel,Intel,,,
1542,Intel Pentium Gold G6600,CPU,2020-04-30,14.0,58.0,,,4200.0,Intel,Intel,,,
1543,Intel Core i9-9900KS,CPU,2019-10-28,14.0,127.0,180.0,,4000.0,Intel,Intel,,,
1544,Intel Atom Z3770,CPU,2013-09-27,22.0,8.0,,,1467.0,Intel,Intel,,,
1545,AMD Opteron X2 865 HE,CPU,2005-08-01,90.0,55.0,,233.0,1800.0,Unknown,AMD,,,
1546,Intel Core i7-980,CPU,2011-06-26,32.0,130.0,239.0,1170.0,3333.0,Intel,Intel,,,
1547,Intel Xeon Gold 6154,CPU,2017-07-11,14.0,200.0,,8000.0,3000.0,Intel,Intel,,,
1548,AMD Ryzen 3 2300X,CPU,2018-08-01,14.0,65.0,210.0,4950.0,3500.0,GF,AMD,,,
1549,Intel Pentium G3250,CPU,2014-07-21,22.0,54.0,177.0,1400.0,3200.0,Intel,Intel,,,
1550,Intel Atom Z500,CPU,2008-04-02,45.0,1.0,26.0,47.0,800.0,Intel,Intel,,,
1551,Intel Celeron E3300,CPU,2009-08-30,45.0,65.0,82.0,228.0,2500.0,Intel,Intel,,,
1552,AMD Athlon 64 X2 4800+,CPU,2006-05-23,90.0,89.0,220.0,154.0,2400.0,Unknown,AMD,,,
1553,AMD Athlon 64 3200+,CPU,2005-05-31,90.0,67.0,156.0,154.0,2000.0,Unknown,AMD,,,
1554,AMD A10-7890K,CPU,2016-01-11,28.0,95.0,246.0,1178.0,4000.0,Unknown,AMD,,,
1555,AMD A10-5757M,CPU,2013-06-01,32.0,35.0,246.0,1178.0,2500.0,Unknown,AMD,,,
1556,AMD Sempron X2 2100,CPU,2008-03-01,65.0,65.0,118.0,221.0,1800.0,Unknown,AMD,,,
1557,Intel Xeon MP 3.00,CPU,2005-03-29,90.0,135.0,,,3000.0,Intel,Intel,,,
1558,Intel Core i7-9850HL,CPU,NaT,14.0,25.0,149.0,,1900.0,Intel,Intel,,,
1559,Intel Core i7-860S,CPU,2010-01-07,45.0,82.0,296.0,774.0,2533.0,Intel,Intel,,,
1560,Intel Pentium 4 HT 3.40,CPU,2004-02-02,130.0,89.0,131.0,55.0,3400.0,Intel,Intel,,,
1561,Intel Celeron 2.60,CPU,2003-06-25,130.0,73.0,146.0,55.0,2600.0,Intel,Intel,,,
1562,AMD Athlon 64 3500+,CPU,2006-05-23,90.0,62.0,183.0,154.0,2200.0,Unknown,AMD,,,
1563,Intel Pentium 4 HT 630,CPU,2005-02-20,90.0,84.0,109.0,169.0,3000.0,Intel,Intel,,,
1564,Intel Celeron 445,CPU,2008-05-01,65.0,65.0,76.0,105.0,1866.0,Intel,Intel,,,
1565,AMD Turion X2 RM-70,CPU,2006-06-01,65.0,31.0,,,2000.0,Unknown,AMD,,,
1566,AMD Opteron 146 HE,CPU,2004-02-14,130.0,55.0,193.0,106.0,2000.0,Unknown,AMD,,,
1567,Intel Core i3-4160,CPU,2014-07-21,22.0,54.0,177.0,1400.0,3600.0,Intel,Intel,,,
1568,Intel Core i7-4790,CPU,2014-05-01,22.0,84.0,177.0,1400.0,3600.0,Intel,Intel,,,
1569,Intel Core i5-3330,CPU,2012-09-03,22.0,77.0,133.0,,3000.0,Intel,Intel,,,
1570,AMD Sempron 2500+,CPU,2001-01-01,130.0,62.0,101.0,63.0,1750.0,Unknown,AMD,,,
1571,Intel Core i7-7700,CPU,2017-01-03,14.0,65.0,,,3600.0,Intel,Intel,,,
1572,Intel Core Duo T2700,CPU,2006-06-28,65.0,31.0,90.0,151.0,2333.0,Intel,Intel,,,
1573,Intel Core Solo ULV U1400,CPU,2006-04-19,65.0,5.0,90.0,151.0,1200.0,Intel,Intel,,,
1574,AMD Athlon 64 3500+,CPU,2004-06-01,130.0,89.0,144.0,69.0,2200.0,Unknown,AMD,,,
1575,AMD Ryzen 5 2400G,CPU,2018-02-12,14.0,65.0,210.0,4950.0,3600.0,GF,AMD,,,
1576,AMD Ryzen 3 3250U,CPU,2020-01-06,12.0,15.0,210.0,4940.0,2600.0,GF,AMD,,,
1577,AMD Athlon II X2 260u,CPU,2009-10-20,45.0,25.0,117.0,410.0,1800.0,Unknown,AMD,,,
1578,Intel Xeon Phi 7230F,CPU,2016-06-20,14.0,230.0,,8000.0,1300.0,Intel,Intel,,,
1579,Intel Xeon 2.8,CPU,2002-09-11,130.0,89.0,217.0,55.0,2790.0,Intel,Intel,,,
1580,Intel Pentium 4 HT 3.2E,CPU,2004-02-01,90.0,115.0,109.0,125.0,3200.0,Intel,Intel,,,
1581,AMD Athlon XP 2400+,CPU,2002-08-21,130.0,65.0,80.0,37.0,2000.0,Unknown,AMD,,,
1582,Intel Core 2 Duo E6320,CPU,2007-04-01,65.0,65.0,143.0,291.0,1860.0,Intel,Intel,,,
1583,AMD Phenom II X2 550 BE,CPU,2009-06-01,45.0,80.0,258.0,758.0,3100.0,Unknown,AMD,,,
1584,Intel Celeron G1850,CPU,2014-05-01,22.0,54.0,177.0,1400.0,2900.0,Intel,Intel,,,
1585,Intel Pentium G622,CPU,2011-05-22,32.0,65.0,131.0,504.0,2600.0,Intel,Intel,,,
1586,Intel Core i3-9000,CPU,2018-09-01,14.0,65.0,,,3700.0,Intel,Intel,,,
1587,AMD Athlon 64 FX-70,CPU,2006-11-30,90.0,125.0,235.0,227.0,2600.0,Unknown,AMD,,,
1588,Intel Atom 230,CPU,2008-06-03,45.0,4.0,96.0,47.0,1600.0,Intel,Intel,,,
1589,AMD Ryzen 5 3600,CPU,2019-07-07,7.0,65.0,74.0,3800.0,3600.0,TSMC,AMD,,,
1590,Intel Pentium 4 HT 2.60,CPU,2003-05-21,130.0,69.0,131.0,55.0,2600.0,Intel,Intel,,,
1591,AMD Ryzen 5 3580U,CPU,2019-10-22,12.0,15.0,210.0,4940.0,2100.0,GF,AMD,,,
1592,Intel Core i5-11500,CPU,2021-03-16,14.0,65.0,,,2700.0,Intel,Intel,,,
1593,Intel Core i7-8706G,CPU,2018-02-01,14.0,65.0,,,3100.0,Intel,Intel,,,
1594,Intel Core i7-4960HQ,CPU,2013-09-01,22.0,47.0,264.0,1400.0,2600.0,Intel,Intel,,,
1595,AMD Mobile Athlon 64 3000+,CPU,2004-08-01,130.0,35.0,193.0,106.0,2000.0,Unknown,AMD,,,
1596,Intel Pentium 4 1.5,CPU,2000-11-20,180.0,58.0,217.0,42.0,1500.0,Intel,Intel,,,
1597,AMD Ryzen Embedded V1202B,CPU,2018-02-21,14.0,15.0,210.0,4950.0,2300.0,GF,AMD,,,
1598,Intel Core i7-870S,CPU,2010-07-19,45.0,82.0,296.0,774.0,2666.0,Intel,Intel,,,
1599,Intel Xeon X5560,CPU,2009-03-30,45.0,95.0,263.0,731.0,2800.0,Intel,Intel,,,
1600,Intel Pentium 4 2.0,CPU,2001-08-27,180.0,72.0,217.0,42.0,2000.0,Intel,Intel,,,
1601,AMD Turion X2 Ultra ZM-80,CPU,2008-06-01,65.0,32.0,,,2100.0,Unknown,AMD,,,
1602,AMD Athlon 64 X2 4600+,CPU,2006-05-23,90.0,89.0,220.0,154.0,2400.0,Unknown,AMD,,,
1603,Intel Core 2 Extreme X6800,CPU,2006-07-27,65.0,75.0,143.0,291.0,2933.0,Intel,Intel,,,
1604,AMD Opteron X2 170,CPU,2005-08-02,90.0,110.0,,233.0,2000.0,Unknown,AMD,,,
1605,Intel Xeon 5040,CPU,2006-05-23,65.0,95.0,,,2830.0,Intel,Intel,,,
1606,Intel Xeon Phi 7250,CPU,2016-06-20,14.0,215.0,,8000.0,1400.0,Intel,Intel,,,
1607,Intel Xeon Gold 6328HL,CPU,2021-04-06,14.0,165.0,,,2800.0,Intel,Intel,,,
1608,Intel Celeron D 330,CPU,2004-06-24,90.0,84.0,109.0,125.0,2667.0,Intel,Intel,,,
1609,Intel Core M-5Y10,CPU,2014-09-05,14.0,5.0,50.0,,800.0,Intel,Intel,,,
1610,AMD Ryzen 5 4600GE,CPU,2020-07-21,7.0,35.0,,,3300.0,TSMC,AMD,,,
1611,Intel Core i7-1185G7,CPU,2020-09-02,10.0,28.0,,,3000.0,Intel,Intel,,,
1612,Intel Core i9-7900X,CPU,2017-06-26,14.0,140.0,,,3300.0,Intel,Intel,,,
1613,Intel Xeon 3.20,CPU,2004-02-01,130.0,97.0,237.0,286.0,3200.0,Intel,Intel,,,
1614,Intel Celeron 2950M,CPU,2013-09-01,22.0,37.0,118.0,1400.0,2000.0,Intel,Intel,,,
1615,Intel Core i9-10900,CPU,2020-04-30,14.0,65.0,,,2800.0,Intel,Intel,,,
1616,Intel Core M-5Y71,CPU,2014-10-27,14.0,5.0,50.0,,1200.0,Intel,Intel,,,
1617,Intel Xeon W-3175X,CPU,2018-12-19,14.0,255.0,,8000.0,3100.0,Intel,Intel,,,
1618,AMD Turion X2 Ultra ZM-85,CPU,2008-09-01,65.0,35.0,,,2300.0,Unknown,AMD,,,
1619,AMD Ryzen 3 2200G,CPU,2018-02-12,14.0,65.0,210.0,4950.0,3500.0,GF,AMD,,,
1620,AMD Phenom II X4 945 (95W),CPU,2009-07-22,45.0,95.0,258.0,758.0,3000.0,Unknown,AMD,,,
1621,AMD EPYC 7F52,CPU,2020-04-14,7.0,155.0,74.0,3800.0,3500.0,TSMC,AMD,,,
1622,Intel Mobile Pentium 4 HT 518,CPU,2004-06-01,90.0,88.0,112.0,125.0,2800.0,Intel,Intel,,,
1623,Intel Core i7-1065G7,CPU,2019-08-01,10.0,25.0,,,1300.0,Intel,Intel,,,
1624,AMD Athlon 64 2850e,CPU,2008-08-01,65.0,22.0,77.0,122.0,1800.0,Unknown,AMD,,,
1625,Intel Core i7-6700,CPU,2015-07-01,14.0,65.0,,,3400.0,Intel,Intel,,,
1626,AMD Athlon 64 X2 4800+,CPU,2006-12-05,65.0,65.0,126.0,154.0,2500.0,Unknown,AMD,,,
1627,Intel Xeon 5080,CPU,2006-05-23,65.0,130.0,,,3730.0,Intel,Intel,,,
1628,Intel Celeron G465,CPU,2012-09-01,32.0,35.0,131.0,504.0,1900.0,Intel,Intel,,,
1629,Intel Core i5-2405S,CPU,2011-05-22,32.0,65.0,216.0,1160.0,2500.0,Intel,Intel,,,
1630,Intel Pentium III 1000S,CPU,2001-06-01,130.0,30.0,80.0,44.0,1000.0,Intel,Intel,,,
1631,Intel Pentium B960,CPU,2011-10-02,32.0,35.0,131.0,504.0,2200.0,Intel,Intel,,,
1632,AMD Opteron 240,CPU,2004-05-18,130.0,82.0,193.0,106.0,1400.0,Unknown,AMD,,,
1633,AMD Athlon 64 X2 4200+ EE,CPU,2006-05-23,90.0,65.0,220.0,154.0,2200.0,Unknown,AMD,,,
1634,AMD Phenom II X6 1075T,CPU,2010-09-21,45.0,125.0,346.0,904.0,3000.0,Unknown,AMD,,,
1635,Intel Core 2 Quad Q6600 (95W),CPU,2007-07-23,65.0,95.0,143.0,582.0,2400.0,Intel,Intel,,,
1636,Intel Pentium Dual-Core T4300,CPU,2009-04-01,45.0,35.0,107.0,410.0,2100.0,Intel,Intel,,,
1637,Intel Core i5-7500,CPU,2017-01-03,14.0,65.0,,,3400.0,Intel,Intel,,,
1638,Intel Celeron G1830,CPU,2013-12-01,22.0,54.0,177.0,1400.0,2800.0,Intel,Intel,,,
1639,Intel Xeon 7130N,CPU,2006-08-27,65.0,150.0,435.0,1328.0,3166.0,Intel,Intel,,,
1640,Intel Xeon Phi 3120A,CPU,2013-06-17,22.0,300.0,350.0,5000.0,1100.0,Intel,Intel,,,
1641,Intel Core i3-4350,CPU,2014-05-01,22.0,54.0,177.0,1400.0,3600.0,Intel,Intel,,,
1642,AMD A10-6700,CPU,2013-06-01,32.0,65.0,246.0,1178.0,3700.0,Unknown,AMD,,,
1643,Intel Xeon MP 3.16,CPU,2005-03-29,90.0,135.0,,286.0,3167.0,Intel,Intel,,,
1644,Intel Core 2 Duo E7500,CPU,2009-01-10,45.0,65.0,82.0,228.0,2933.0,Intel,Intel,,,
1645,AMD A10-6700T,CPU,2013-09-16,32.0,45.0,246.0,1178.0,2500.0,Unknown,AMD,,,
1646,AMD Athlon XP 1800+,CPU,2001-10-09,180.0,66.0,150.0,37.0,1533.0,Unknown,AMD,,,
1647,Intel Xeon E5-2440 v2,CPU,2013-09-01,22.0,95.0,160.0,1400.0,1900.0,Intel,Intel,,,
1648,AMD A9-9410 SoC,CPU,2016-05-31,28.0,25.0,124.0,1200.0,2900.0,Unknown,AMD,,,
1649,Intel Core i3-4130T,CPU,2013-09-01,22.0,35.0,177.0,1400.0,2900.0,Intel,Intel,,,
1650,Intel Core i5-4250U,CPU,2013-06-04,22.0,15.0,118.0,1400.0,1300.0,Intel,Intel,,,
1651,AMD Athlon II X2 240,CPU,2009-07-23,45.0,65.0,117.0,410.0,2800.0,Unknown,AMD,,,
1652,AMD Opteron 140,CPU,2004-05-18,130.0,82.0,193.0,106.0,1400.0,Unknown,AMD,,,
1653,Intel Xeon Gold 5318Y,CPU,2021-04-06,10.0,165.0,,,2100.0,Intel,Intel,,,
1654,Intel Celeron G3950,CPU,2017-01-03,14.0,51.0,,,3000.0,Intel,Intel,,,
1655,AMD A8-6500,CPU,2013-06-01,32.0,65.0,246.0,1178.0,3500.0,Unknown,AMD,,,
1656,Intel Pentium M 745,CPU,2004-05-10,90.0,21.0,84.0,140.0,1800.0,Intel,Intel,,,
1657,AMD Athlon 64 X2 4600+,CPU,2006-05-23,90.0,89.0,156.0,154.0,2400.0,Unknown,AMD,,,
1658,AMD Opteron 4376 HE,CPU,2012-12-04,32.0,65.0,315.0,1200.0,2600.0,Unknown,AMD,,,
1659,Intel Xeon E5-2640 v2,CPU,2013-09-01,22.0,95.0,160.0,1400.0,2000.0,Intel,Intel,,,
1660,AMD Ryzen 3 1200,CPU,2017-07-27,14.0,65.0,192.0,4800.0,3100.0,GF,AMD,,,
1661,AMD Phenom II X4 970 BE,CPU,2010-10-01,45.0,125.0,346.0,904.0,3500.0,Unknown,AMD,,,
1662,Intel Celeron N2820,CPU,2013-12-01,22.0,7.0,,,2170.0,Intel,Intel,,,
1663,Intel Pentium G4560T,CPU,2017-01-03,14.0,35.0,,,2900.0,Intel,Intel,,,
1664,Intel Xeon X5660,CPU,2010-03-16,32.0,95.0,239.0,1170.0,2800.0,Intel,Intel,,,
1665,AMD Opteron X2 165,CPU,2005-08-02,90.0,110.0,,233.0,1800.0,Unknown,AMD,,,
1666,Intel Core i3-3217UE,CPU,2012-08-01,22.0,17.0,118.0,,1600.0,Intel,Intel,,,
1667,AMD Sempron 2800+,CPU,2004-08-01,90.0,62.0,84.0,63.0,1600.0,Unknown,AMD,,,
1668,AMD Phenom II X2 B53,CPU,2009-10-01,45.0,80.0,258.0,758.0,2800.0,Unknown,AMD,,,
1669,AMD Athlon II X2 255,CPU,2010-01-25,45.0,65.0,117.0,410.0,3100.0,Unknown,AMD,,,
1670,Intel Core i3-5005U,CPU,2015-03-01,14.0,15.0,,,2000.0,Intel,Intel,,,
1671,Intel Pentium 4 HT 551,CPU,2005-06-12,90.0,115.0,109.0,125.0,3400.0,Intel,Intel,,,
1672,Intel Core i7-3517UE,CPU,2012-06-03,22.0,17.0,118.0,,1700.0,Intel,Intel,,,
1673,Intel Xeon E5502,CPU,2009-03-30,45.0,80.0,263.0,731.0,1866.0,Intel,Intel,,,
1674,Intel Celeron G555,CPU,2012-09-01,32.0,65.0,131.0,504.0,2700.0,Intel,Intel,,,
1675,AMD Athlon 64 3300+,CPU,2004-04-27,130.0,89.0,144.0,105.0,2400.0,Unknown,AMD,,,
1676,Intel Mobile Pentium 4 2.66,CPU,2003-06-11,130.0,66.0,131.0,55.0,2667.0,Intel,Intel,,,
1677,Intel Core i9-11900T,CPU,2021-03-16,14.0,35.0,,,1500.0,Intel,Intel,,,
1678,AMD Opteron 6276,CPU,2011-11-14,32.0,115.0,316.0,2400.0,2300.0,Unknown,AMD,,,
1679,AMD Opteron 6278,CPU,2012-05-01,32.0,115.0,316.0,2400.0,2400.0,Unknown,AMD,,,
1680,Intel Xeon E5-1620 v2,CPU,2013-09-01,22.0,130.0,160.0,1400.0,3700.0,Intel,Intel,,,
1681,AMD Phenom X4 9750 (95W),CPU,2008-03-27,65.0,95.0,285.0,450.0,2400.0,Unknown,AMD,,,
1682,AMD Mobile Athlon 64 2700+,CPU,2005-08-01,130.0,35.0,193.0,106.0,1600.0,Unknown,AMD,,,
1683,AMD Phenom X3 8600,CPU,2008-03-27,65.0,95.0,285.0,450.0,2300.0,Unknown,AMD,,,
1684,AMD FX-4320,CPU,2012-10-23,32.0,95.0,315.0,1200.0,4000.0,Unknown,AMD,,,
1685,AMD Athlon 64 X2 5400+ BE,CPU,2008-02-01,65.0,65.0,126.0,154.0,2800.0,Unknown,AMD,,,
1686,Intel Core i3-8109U,CPU,2018-04-05,14.0,28.0,123.0,,3000.0,Intel,Intel,,,
1687,Intel Celeron N2807,CPU,2014-02-23,22.0,4.0,,,1580.0,Intel,Intel,,,
1688,Intel Core i5-660,CPU,2010-01-07,32.0,73.0,81.0,382.0,3333.0,Intel,Intel,,,
1689,Intel Xeon Bronze 3106,CPU,2017-07-11,14.0,85.0,,8000.0,2100.0,Intel,Intel,,,
1690,Intel Celeron D 350,CPU,2005-06-28,90.0,84.0,109.0,125.0,3200.0,Intel,Intel,,,
1691,AMD Opteron X2 175,CPU,2005-08-02,90.0,110.0,,233.0,2200.0,Unknown,AMD,,,
1692,Intel Pentium Gold G6405,CPU,2021-03-16,14.0,65.0,,,4100.0,Intel,Intel,,,
1693,Intel Celeron 2.10,CPU,2002-11-20,130.0,73.0,146.0,55.0,2100.0,Intel,Intel,,,
1694,Intel Core i5-11600KF,CPU,2021-03-16,14.0,125.0,,,3900.0,Intel,Intel,,,
1695,Intel Xeon Platinum 9222,CPU,2019-04-02,14.0,250.0,,8000.0,2300.0,Intel,Intel,,,
1696,Intel Core i5-2390T,CPU,2011-02-20,32.0,35.0,131.0,504.0,2700.0,Intel,Intel,,,
1697,AMD A6-5400B,CPU,2012-10-02,32.0,65.0,246.0,1178.0,3600.0,Unknown,AMD,,,
1698,Intel Core i7-4790K,CPU,2014-05-01,22.0,88.0,177.0,1400.0,4000.0,Intel,Intel,,,
1699,Intel Pentium 4 519,CPU,2004-12-01,90.0,84.0,109.0,125.0,3060.0,Intel,Intel,,,
1700,Intel Pentium III 1000,CPU,2001-07-01,130.0,30.0,80.0,44.0,1000.0,Intel,Intel,,,
1701,AMD Ryzen 7 5800HS,CPU,2021-01-12,7.0,35.0,156.0,9800.0,2800.0,TSMC,AMD,,,
1702,AMD Ryzen Threadripper 3970X,CPU,2019-11-25,7.0,280.0,74.0,3800.0,3700.0,TSMC,AMD,,,
1703,Intel Pentium 4 HT 524,CPU,2001-01-01,90.0,84.0,109.0,125.0,3060.0,Intel,Intel,,,
1704,AMD Athlon X2 4450e,CPU,2008-04-21,65.0,45.0,126.0,154.0,2300.0,Unknown,AMD,,,
1705,Intel Core 2 Extreme QX9650,CPU,2007-11-30,45.0,130.0,107.0,820.0,3000.0,Intel,Intel,,,
1706,Intel Atom D2700,CPU,2011-11-01,32.0,10.0,66.0,176.0,2133.0,Intel,Intel,,,
1707,Intel Xeon Platinum 8353H,CPU,2021-04-06,14.0,150.0,,,2500.0,Intel,Intel,,,
1708,AMD Ryzen 5 1600,CPU,2017-04-11,14.0,65.0,192.0,4800.0,3200.0,GF,AMD,,,
1709,AMD Athlon XP 1600+,CPU,2001-10-09,180.0,63.0,150.0,37.0,1400.0,Unknown,AMD,,,
1710,AMD Ryzen Threadripper 3990X,CPU,2020-02-07,7.0,280.0,74.0,3800.0,2900.0,TSMC,AMD,,,
1711,Intel Xeon Phi 5120D,CPU,2013-06-17,22.0,245.0,350.0,5000.0,1053.0,Intel,Intel,,,
1712,Intel Atom S1240,CPU,2012-12-11,32.0,6.0,,,1600.0,Intel,Intel,,,
1713,AMD Athlon 64 3200+,CPU,2005-04-14,130.0,62.0,,105.0,2000.0,Unknown,AMD,,,
1714,Intel Pentium D 950,CPU,2006-01-16,65.0,130.0,140.0,376.0,3400.0,Intel,Intel,,,
1715,AMD Athlon II X4 651,CPU,2011-11-14,32.0,100.0,228.0,1178.0,3000.0,Unknown,AMD,,,
1716,Intel Pentium 4 1.6,CPU,2001-07-02,180.0,61.0,217.0,42.0,1600.0,Intel,Intel,,,
1717,Intel Core i5-6600,CPU,2015-07-02,14.0,65.0,177.0,,3300.0,Intel,Intel,,,
1718,Intel Xeon E7-4830 v3,CPU,2015-06-01,22.0,115.0,160.0,1400.0,2100.0,Intel,Intel,,,
1719,AMD EPYC 7642,CPU,2019-08-07,7.0,225.0,74.0,3800.0,2400.0,TSMC,AMD,,,
1720,AMD Phenom II X4 940 BE,CPU,2009-01-08,45.0,125.0,258.0,758.0,3000.0,Unknown,AMD,,,
1721,Intel Xeon E5-2407 v2,CPU,2013-09-01,22.0,80.0,160.0,1400.0,2400.0,Intel,Intel,,,
1722,Intel Core i5-10600KF,CPU,2020-04-30,14.0,95.0,,,4100.0,Intel,Intel,,,
1723,AMD Athlon 64 4000+,CPU,2004-10-19,90.0,89.0,115.0,105.0,2400.0,Unknown,AMD,,,
1724,Intel Core i5-2467M,CPU,2011-06-01,32.0,17.0,149.0,624.0,1600.0,Intel,Intel,,,
1725,Intel Core 2 Extreme QX6800,CPU,2007-04-09,65.0,130.0,143.0,582.0,2933.0,Intel,Intel,,,
1726,Intel Core i9-9900,CPU,2019-04-23,14.0,65.0,180.0,,3100.0,Intel,Intel,,,
1727,AMD Ryzen 7 3700X,CPU,2019-07-07,7.0,65.0,74.0,3800.0,3600.0,TSMC,AMD,,,
1728,Intel Core i7-5960X,CPU,2014-09-01,22.0,140.0,356.0,2600.0,3000.0,Intel,Intel,,,
1729,Intel Celeron G540,CPU,2011-09-04,32.0,65.0,131.0,504.0,2500.0,Intel,Intel,,,
1730,Intel Pentium G4400,CPU,2015-09-01,14.0,51.0,150.0,1400.0,3300.0,Intel,Intel,,,
1731,Intel Atom E625CT,CPU,2010-11-22,45.0,3.0,26.0,47.0,600.0,Intel,Intel,,,
1732,Intel Pentium 4 HT 3.06,CPU,2003-06-01,130.0,110.0,146.0,55.0,3060.0,Intel,Intel,,,
1733,Intel Core i5-7400,CPU,2017-01-03,14.0,65.0,,,3000.0,Intel,Intel,,,
1734,Intel Pentium III 1200,CPU,2001-07-01,130.0,30.0,80.0,44.0,1200.0,Intel,Intel,,,
1735,AMD Sempron 3100+,CPU,2001-01-01,130.0,25.0,144.0,69.0,1800.0,Unknown,AMD,,,
1736,Intel Xeon X5670,CPU,2010-03-16,32.0,95.0,239.0,1170.0,2933.0,Intel,Intel,,,
1737,AMD Ryzen Threadripper 1920,CPU,2017-07-29,14.0,140.0,213.0,9600.0,3200.0,GF,AMD,,,
