ID,CPUname,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,price,cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,testDate,socket,category
1122,AMD Sempron 2800+,CPU,2001-01-01,130.0,62.0,101.0,63.0,2000.0,Unknown,AMD,29.95,243,8.11,408,13.63,62.0,3.92,1,2008,AM2,Desktop
1109,AMD Sempron 3100+,CPU,2001-01-01,130.0,25.0,144.0,69.0,1800.0,Unknown,AMD,65.0,298,4.58,383,5.89,62.0,4.8,1,2009,754,Desktop
1065,AMD Sempron 2400+,CPU,2001-01-01,130.0,62.0,101.0,63.0,1667.0,Unknown,AMD,12.99,205,15.74,321,24.72,,,1,2008,Socket A,Desktop
1111,AMD Athlon XP 1900+,CPU,2001-01-01,130.0,53.0,80.0,37.0,1600.0,Unknown,AMD,45.8,203,4.44,312,6.81,,,1,2009,unknown,Unknown
1152,AMD Athlon 64 3200+,CPU,2001-01-01,90.0,59.0,84.0,69.0,2200.0,Unknown,AMD,149.95,340,2.27,568,3.79,62.0,5.48,1,2008,AM2,Unknown
1113,AMD Athlon XP 3000+,CPU,2001-01-01,130.0,68.0,101.0,63.0,2167.0,Unknown,AMD,79.7,262,3.29,396,4.97,62.0,4.22,1,2009,Socket A,Desktop
858,AMD Sempron 2600+,CPU,2001-01-01,130.0,62.0,101.0,63.0,1833.0,Unknown,AMD,34.95,253,7.23,325,9.31,,,1,2008,Socket A,Desktop
1034,AMD Athlon 64 3000+,CPU,2001-01-01,90.0,51.0,84.0,69.0,2000.0,Unknown,AMD,20.0,303,15.13,506,25.31,89.0,3.4,1,2008,Socket 754,Desktop
1033,AMD Athlon 64 4000+,CPU,2001-01-01,90.0,89.0,199.0,233.0,2400.0,Unknown,AMD,99.95,340,3.4,565,5.65,62.0,5.49,1,2008,AM2,Unknown
1031,AMD Sempron 2300+,CPU,2001-01-01,130.0,62.0,101.0,63.0,1583.0,Unknown,AMD,45.0,207,4.6,314,6.98,,,1,2009,Socket A,Desktop
898,AMD Athlon XP 2600+,CPU,2001-01-01,130.0,68.0,101.0,63.0,1917.0,Unknown,AMD,23.03,242,10.52,380,16.49,,,1,2008,unknown,Unknown
900,AMD Athlon XP 1700+,CPU,2001-01-01,130.0,50.0,80.0,37.0,1467.0,Unknown,AMD,51.25,176,3.44,272,5.3,64.0,2.75,1,2009,Socket A (462),Desktop
1021,AMD Athlon 64 3400+,CPU,2001-01-01,90.0,67.0,84.0,69.0,2400.0,Unknown,AMD,99.95,375,3.75,429,4.29,89.0,4.21,1,2009,754,Unknown
842,AMD Sempron 3000+,CPU,2001-01-01,130.0,25.0,144.0,69.0,1800.0,Unknown,AMD,34.95,268,7.66,333,9.53,62.0,4.32,1,2008,AM2,Desktop
1137,AMD Sempron 3300+,CPU,2001-01-01,130.0,62.0,101.0,63.0,2200.0,Unknown,AMD,20.0,315,15.74,394,19.68,62.0,5.08,1,2008,754,Desktop
1014,AMD Athlon 64 3700+,CPU,2001-01-01,90.0,89.0,199.0,233.0,2200.0,Unknown,AMD,89.95,394,4.38,435,4.83,89.0,4.42,1,2008,939,Desktop
1005,AMD Athlon XP 1700+,CPU,2001-01-01,130.0,50.0,80.0,37.0,1467.0,Unknown,AMD,51.25,176,3.44,272,5.3,64.0,2.75,1,2009,Socket A (462),Desktop
1002,AMD Sempron 2200+,CPU,2001-01-01,130.0,62.0,101.0,63.0,1500.0,Unknown,AMD,39.95,184,4.6,279,6.99,,,1,2009,Socket A,Desktop
840,AMD Athlon XP 3000+,CPU,2001-01-01,130.0,68.0,101.0,63.0,2100.0,Unknown,AMD,79.7,262,3.29,396,4.97,62.0,4.22,1,2009,Socket A,Desktop
1188,AMD Athlon XP 2100+,CPU,2001-01-01,130.0,62.0,80.0,37.0,1733.0,Unknown,AMD,63.75,210,3.3,327,5.12,,,1,2009,unknown,Unknown
990,AMD Sempron 2600+,CPU,2001-01-01,130.0,25.0,144.0,69.0,1600.0,Unknown,AMD,34.95,253,7.23,325,9.31,,,1,2008,Socket A,Desktop
947,AMD Athlon XP 1800+,CPU,2001-01-01,130.0,51.0,80.0,37.0,1533.0,Unknown,AMD,50.95,195,3.83,301,5.9,66.0,2.96,1,2009,Socket A,Desktop
950,AMD Athlon XP 2800+,CPU,2001-01-01,130.0,68.0,101.0,63.0,2083.0,Unknown,AMD,,260,,408,,89.0,2.93,1,2009,754,Unknown
951,AMD Athlon 64 3400+,CPU,2001-01-01,130.0,89.0,193.0,105.0,2400.0,Unknown,AMD,99.95,375,3.75,429,4.29,89.0,4.21,1,2009,754,Unknown
959,AMD Athlon 64 3000+,CPU,2001-01-01,90.0,51.0,84.0,69.0,2000.0,Unknown,AMD,20.0,303,15.13,506,25.31,89.0,3.4,1,2008,Socket 754,Desktop
966,AMD Sempron 2800+,CPU,2001-01-01,130.0,25.0,144.0,69.0,1600.0,Unknown,AMD,29.95,243,8.11,408,13.63,62.0,3.92,1,2008,AM2,Desktop
1078,AMD Sempron 2500+,CPU,2001-01-01,130.0,62.0,101.0,63.0,1750.0,Unknown,AMD,59.95,207,3.45,405,6.75,,,1,2009,Socket A,Desktop
980,AMD Athlon XP 1600+,CPU,2001-01-01,130.0,49.0,80.0,37.0,1400.0,Unknown,AMD,,174,,265,,,,1,2009,unknown,Unknown
828,AMD Athlon 64 3200+,CPU,2001-01-01,130.0,89.0,193.0,105.0,2200.0,Unknown,AMD,149.95,340,2.27,568,3.79,62.0,5.48,1,2008,AM2,Unknown
1168,AMD Athlon XP 3200+,CPU,2001-01-01,130.0,77.0,101.0,63.0,2200.0,Unknown,AMD,,281,,430,,62.0,4.53,1,2008,AM2,Unknown
739,AMD Athlon 64 3500+,CPU,2001-01-01,90.0,67.0,115.0,105.0,2200.0,Unknown,AMD,79.95,396,4.95,568,7.1,45.0,8.8,1,2008,AM2,Unknown
904,AMD Athlon 64 3400+,CPU,2001-01-01,90.0,67.0,83.0,69.0,2200.0,Unknown,AMD,99.95,375,3.75,429,4.29,89.0,4.21,1,2009,754,Unknown
1059,AMD Athlon XP 2200+,CPU,2001-01-01,130.0,63.0,80.0,37.0,1800.0,Unknown,AMD,84.95,214,2.52,335,3.94,,,1,2009,unknown,Unknown
1171,AMD Athlon XP 1700+,CPU,2001-10-09,180.0,64.0,150.0,37.0,1467.0,Unknown,AMD,51.25,176,3.44,272,5.3,64.0,2.75,1,2009,Socket A (462),Desktop
1138,AMD Athlon XP 1500+,CPU,2001-10-09,180.0,60.0,150.0,63.0,1333.0,Unknown,AMD,,167,,251,,,,1,2009,unknown,Unknown
1091,AMD Athlon XP 1800+,CPU,2001-10-09,180.0,66.0,150.0,37.0,1533.0,Unknown,AMD,50.95,195,3.83,301,5.9,66.0,2.96,1,2009,Socket A,Desktop
1103,AMD Athlon XP 1600+,CPU,2001-10-09,180.0,63.0,150.0,37.0,1400.0,Unknown,AMD,,174,,265,,,,1,2009,unknown,Unknown
759,AMD Athlon XP 1900+,CPU,2001-11-05,180.0,68.0,150.0,37.0,1600.0,Unknown,AMD,45.8,203,4.44,312,6.81,,,1,2009,unknown,Unknown
969,AMD Athlon XP 2000+,CPU,2002-01-07,180.0,70.0,150.0,37.0,1667.0,Unknown,AMD,58.99,195,3.31,311,5.28,70.0,2.79,1,2009,Socket A,Desktop
967,AMD Athlon XP 2100+,CPU,2002-03-13,180.0,72.0,150.0,37.0,1733.0,Unknown,AMD,63.75,210,3.3,327,5.12,,,1,2009,unknown,Unknown
1118,AMD Athlon XP 2000+,CPU,2002-06-10,130.0,60.0,80.0,37.0,1667.0,Unknown,AMD,58.99,195,3.31,311,5.28,70.0,2.79,1,2009,Socket A,Desktop
916,AMD Athlon XP 2000+,CPU,2002-06-10,130.0,60.0,80.0,37.0,1667.0,Unknown,AMD,58.99,195,3.31,311,5.28,70.0,2.79,1,2009,Socket A,Desktop
762,AMD Athlon XP 2200+,CPU,2002-06-10,130.0,68.0,80.0,37.0,1800.0,Unknown,AMD,84.95,214,2.52,335,3.94,,,1,2009,unknown,Unknown
866,AMD Athlon XP 1800+,CPU,2002-06-10,130.0,51.0,80.0,37.0,1533.0,Unknown,AMD,50.95,195,3.83,301,5.9,66.0,2.96,1,2009,Socket A,Desktop
948,AMD Athlon XP 2600+,CPU,2002-08-21,130.0,68.0,80.0,37.0,2083.0,Unknown,AMD,23.03,242,10.52,380,16.49,,,1,2008,unknown,Unknown
1083,AMD Athlon XP 2400+,CPU,2002-08-21,130.0,65.0,80.0,37.0,2000.0,Unknown,AMD,79.99,234,2.93,375,4.69,,,1,2009,unknown,Unknown
837,AMD Athlon XP 2400+,CPU,2002-08-21,130.0,68.0,80.0,63.0,2000.0,Unknown,AMD,79.99,234,2.93,375,4.69,,,1,2009,unknown,Unknown
1187,AMD Athlon XP 2700+,CPU,2002-10-01,130.0,68.0,80.0,37.0,2167.0,Unknown,AMD,84.79,256,3.02,398,4.69,,,1,2008,unknown,Unknown
755,AMD Athlon XP 2600+,CPU,2002-10-01,130.0,68.0,80.0,37.0,2133.0,Unknown,AMD,23.03,242,10.52,380,16.49,,,1,2008,unknown,Unknown
1180,AMD Athlon XP 2800+,CPU,2002-10-01,130.0,74.0,80.0,37.0,2250.0,Unknown,AMD,,260,,408,,89.0,2.93,1,2009,754,Unknown
868,AMD Athlon XP 2500+,CPU,2003-02-10,130.0,68.0,101.0,63.0,1833.0,Unknown,AMD,,231,,353,,,,1,2008,unknown,Unknown
875,AMD Opteron 144,CPU,2003-06-30,130.0,85.0,193.0,106.0,1800.0,Unknown,AMD,29.95,316,10.55,376,12.56,67.0,4.72,1,2008,939,Server
1184,AMD Athlon XP 2600+,CPU,2003-09-01,130.0,68.0,,63.0,2133.0,Unknown,AMD,23.03,242,10.52,380,16.49,,,1,2008,unknown,Unknown
786,AMD Athlon XP 2600+,CPU,2003-09-01,130.0,68.0,,63.0,2083.0,Unknown,AMD,23.03,242,10.52,380,16.49,,,1,2008,unknown,Unknown
915,AMD Athlon XP 2400+,CPU,2003-09-01,130.0,68.0,,63.0,2000.0,Unknown,AMD,79.99,234,2.93,375,4.69,,,1,2009,unknown,Unknown
825,AMD Athlon XP 2200+,CPU,2003-09-01,130.0,63.0,,63.0,1800.0,Unknown,AMD,84.95,214,2.52,335,3.94,,,1,2009,unknown,Unknown
905,AMD Athlon XP 2000+,CPU,2003-09-01,130.0,60.0,,63.0,1667.0,Unknown,AMD,58.99,195,3.31,311,5.28,70.0,2.79,1,2009,Socket A,Desktop
1150,AMD Athlon XP 2200+,CPU,2003-09-01,130.0,63.0,,63.0,1800.0,Unknown,AMD,84.95,214,2.52,335,3.94,,,1,2009,unknown,Unknown
1026,AMD Athlon XP 2400+,CPU,2003-09-01,130.0,68.0,,63.0,2000.0,Unknown,AMD,79.99,234,2.93,375,4.69,,,1,2009,unknown,Unknown
1043,AMD Athlon XP 2000+,CPU,2003-09-01,130.0,60.0,,63.0,1667.0,Unknown,AMD,58.99,195,3.31,311,5.28,70.0,2.79,1,2009,Socket A,Desktop
1037,AMD Opteron 144,CPU,2003-09-09,130.0,82.0,193.0,106.0,1800.0,Unknown,AMD,29.95,316,10.55,376,12.56,67.0,4.72,1,2008,939,Server
913,AMD Opteron 146,CPU,2003-09-09,130.0,89.0,193.0,106.0,2000.0,Unknown,AMD,35.0,346,9.88,400,11.43,67.0,5.16,1,2009,939,Server
968,AMD Athlon 64 3200+,CPU,2003-09-23,130.0,89.0,193.0,105.0,2000.0,Unknown,AMD,149.95,340,2.27,568,3.79,62.0,5.48,1,2008,AM2,Unknown
877,AMD Opteron 148,CPU,2003-11-17,130.0,89.0,193.0,106.0,2200.0,Unknown,AMD,,392,,443,,85.3,4.6,1,2009,939,Server
1069,AMD Athlon XP 3100+,CPU,2003-12-01,130.0,68.0,,63.0,2200.0,Unknown,AMD,,282,,431,,,,1,2009,unknown,Unknown
756,AMD Athlon 64 3000+,CPU,2003-12-15,130.0,89.0,193.0,69.0,2000.0,Unknown,AMD,20.0,303,15.13,506,25.31,89.0,3.4,1,2008,Socket 754,Desktop
988,AMD Athlon 64 3400+,CPU,2004-01-06,130.0,89.0,193.0,105.0,2200.0,Unknown,AMD,99.95,375,3.75,429,4.29,89.0,4.21,1,2009,754,Unknown
1067,AMD Athlon 64 3000+,CPU,2004-04-27,130.0,32.0,144.0,69.0,1800.0,Unknown,AMD,20.0,303,15.13,506,25.31,89.0,3.4,1,2008,Socket 754,Desktop
1055,AMD Athlon 64 2800+,CPU,2004-04-27,130.0,32.0,144.0,69.0,1800.0,Unknown,AMD,99.99,295,2.95,375,3.75,89.0,3.32,1,2009,754,Unknown
928,AMD Athlon 64 2800+,CPU,2004-04-27,130.0,89.0,193.0,69.0,1800.0,Unknown,AMD,99.99,295,2.95,375,3.75,89.0,3.32,1,2009,754,Unknown
1195,AMD Athlon 64 3000+,CPU,2004-04-27,130.0,89.0,144.0,69.0,2000.0,Unknown,AMD,20.0,303,15.13,506,25.31,89.0,3.4,1,2008,Socket 754,Desktop
983,AMD Athlon 64 3400+,CPU,2004-04-27,130.0,89.0,144.0,105.0,2400.0,Unknown,AMD,99.95,375,3.75,429,4.29,89.0,4.21,1,2009,754,Unknown
1143,AMD Athlon 64 3400+,CPU,2004-04-27,130.0,89.0,144.0,69.0,2200.0,Unknown,AMD,99.95,375,3.75,429,4.29,89.0,4.21,1,2009,754,Unknown
1097,AMD Athlon 64 3300+,CPU,2004-04-27,130.0,89.0,144.0,105.0,2400.0,Unknown,AMD,,375,,477,,,,1,2009,unknown,Unknown
1130,AMD Athlon 64 3200+,CPU,2004-04-27,130.0,89.0,144.0,69.0,2200.0,Unknown,AMD,149.95,340,2.27,568,3.79,62.0,5.48,1,2008,AM2,Unknown
827,AMD Athlon 64 3000+,CPU,2004-04-27,130.0,89.0,144.0,69.0,1800.0,Unknown,AMD,20.0,303,15.13,506,25.31,89.0,3.4,1,2008,Socket 754,Desktop
846,AMD Athlon 64 2800+,CPU,2004-04-27,130.0,89.0,144.0,69.0,1800.0,Unknown,AMD,99.99,295,2.95,375,3.75,89.0,3.32,1,2009,754,Unknown
1054,AMD Athlon 64 3200+,CPU,2004-04-27,130.0,89.0,144.0,69.0,2000.0,Unknown,AMD,149.95,340,2.27,568,3.79,62.0,5.48,1,2008,AM2,Unknown
1182,AMD Athlon 64 3700+,CPU,2004-05-04,90.0,89.0,115.0,105.0,2200.0,Unknown,AMD,89.95,394,4.38,435,4.83,89.0,4.42,1,2008,939,Desktop
935,AMD Opteron 148,CPU,2004-05-18,130.0,89.0,193.0,106.0,2200.0,Unknown,AMD,,392,,443,,85.3,4.6,1,2009,939,Server
902,AMD Opteron 150,CPU,2004-05-18,130.0,89.0,193.0,106.0,2400.0,Unknown,AMD,352.94,393,1.11,471,1.34,85.3,4.6,1,2009,939,Server
944,AMD Opteron 144,CPU,2004-05-18,130.0,82.0,193.0,106.0,1800.0,Unknown,AMD,29.95,316,10.55,376,12.56,67.0,4.72,1,2008,939,Server
896,AMD Athlon 64 3700+,CPU,2004-06-01,130.0,89.0,193.0,105.0,2400.0,Unknown,AMD,89.95,394,4.38,435,4.83,89.0,4.42,1,2008,939,Desktop
1079,AMD Athlon 64 3500+,CPU,2004-06-01,130.0,89.0,144.0,69.0,2200.0,Unknown,AMD,79.95,396,4.95,568,7.1,45.0,8.8,1,2008,AM2,Unknown
881,AMD Athlon 64 3500+,CPU,2004-06-01,130.0,89.0,193.0,106.0,2200.0,Unknown,AMD,79.95,396,4.95,568,7.1,45.0,8.8,1,2008,AM2,Unknown
1062,AMD Athlon 64 3800+,CPU,2004-06-01,130.0,89.0,193.0,106.0,2400.0,Unknown,AMD,131.01,292,2.23,461,3.52,45.0,6.5,1,2009,AM2,Unknown
800,AMD Athlon 64 3800+,CPU,2004-06-01,130.0,89.0,144.0,69.0,2400.0,Unknown,AMD,131.01,292,2.23,461,3.52,45.0,6.5,1,2009,AM2,Unknown
1027,AMD Sempron 2600+,CPU,2004-07-28,130.0,62.0,80.0,37.0,1833.0,Unknown,AMD,34.95,253,7.23,325,9.31,,,1,2008,Socket A,Desktop
892,AMD Sempron 3000+,CPU,2004-07-28,90.0,62.0,,63.0,1800.0,Unknown,AMD,34.95,268,7.66,333,9.53,62.0,4.32,1,2008,AM2,Desktop
780,AMD Sempron 2500+,CPU,2004-07-28,130.0,62.0,80.0,37.0,1750.0,Unknown,AMD,59.95,207,3.45,405,6.75,,,1,2009,Socket A,Desktop
1176,AMD Sempron 2200+,CPU,2004-07-28,130.0,62.0,80.0,37.0,1500.0,Unknown,AMD,39.95,184,4.6,279,6.99,,,1,2009,Socket A,Desktop
823,AMD Sempron 2300+,CPU,2004-07-28,130.0,62.0,80.0,37.0,1583.0,Unknown,AMD,45.0,207,4.6,314,6.98,,,1,2009,Socket A,Desktop
867,AMD Sempron 2600+,CPU,2004-07-28,90.0,25.0,,63.0,1600.0,Unknown,AMD,34.95,253,7.23,325,9.31,,,1,2008,Socket A,Desktop
1127,AMD Sempron 2800+,CPU,2004-07-28,130.0,62.0,80.0,37.0,1992.0,Unknown,AMD,29.95,243,8.11,408,13.63,62.0,3.92,1,2008,AM2,Desktop
799,AMD Sempron 2800+,CPU,2004-07-28,90.0,25.0,,63.0,1600.0,Unknown,AMD,29.95,243,8.11,408,13.63,62.0,3.92,1,2008,AM2,Desktop
965,AMD Sempron 2400+,CPU,2004-07-28,130.0,62.0,80.0,37.0,1667.0,Unknown,AMD,12.99,205,15.74,321,24.72,,,1,2008,Socket A,Desktop
1170,AMD Sempron 3100+,CPU,2004-07-28,130.0,62.0,144.0,63.0,1800.0,Unknown,AMD,65.0,298,4.58,383,5.89,62.0,4.8,1,2009,754,Desktop
791,AMD Sempron 2600+,CPU,2004-07-28,90.0,62.0,,63.0,1600.0,Unknown,AMD,34.95,253,7.23,325,9.31,,,1,2008,Socket A,Desktop
883,AMD Sempron 2800+,CPU,2004-07-28,90.0,62.0,,63.0,1600.0,Unknown,AMD,29.95,243,8.11,408,13.63,62.0,3.92,1,2008,AM2,Desktop
738,AMD Sempron 2800+,CPU,2004-08-01,130.0,62.0,80.0,37.0,1992.0,Unknown,AMD,29.95,243,8.11,408,13.63,62.0,3.92,1,2008,AM2,Desktop
865,AMD Sempron 2200+,CPU,2004-08-01,130.0,62.0,80.0,37.0,1500.0,Unknown,AMD,39.95,184,4.6,279,6.99,,,1,2009,Socket A,Desktop
1094,AMD Sempron 2800+,CPU,2004-08-01,90.0,62.0,84.0,63.0,1600.0,Unknown,AMD,29.95,243,8.11,408,13.63,62.0,3.92,1,2008,AM2,Desktop
879,AMD Sempron 2600+,CPU,2004-08-01,90.0,62.0,84.0,63.0,1600.0,Unknown,AMD,34.95,253,7.23,325,9.31,,,1,2008,Socket A,Desktop
918,AMD Sempron 2400+,CPU,2004-08-01,130.0,62.0,80.0,37.0,1667.0,Unknown,AMD,12.99,205,15.74,321,24.72,,,1,2008,Socket A,Desktop
975,AMD Sempron 3000+,CPU,2004-09-17,130.0,62.0,101.0,63.0,2000.0,Unknown,AMD,34.95,268,7.66,333,9.53,62.0,4.32,1,2008,AM2,Desktop
1175,AMD Athlon 64 FX-55,CPU,2004-10-10,130.0,104.0,193.0,105.0,2600.0,Unknown,AMD,65.0,404,6.22,505,7.77,104.0,3.89,1,2009,939,Desktop
1189,AMD Athlon 64 FX-55,CPU,2004-10-10,90.0,104.0,115.0,114.0,2600.0,Unknown,AMD,65.0,404,6.22,505,7.77,104.0,3.89,1,2009,939,Desktop
910,AMD Athlon 64 3500+,CPU,2004-10-14,90.0,67.0,84.0,69.0,2200.0,Unknown,AMD,79.95,396,4.95,568,7.1,45.0,8.8,1,2008,AM2,Unknown
889,AMD Athlon 64 3200+,CPU,2004-10-14,90.0,67.0,84.0,69.0,2000.0,Unknown,AMD,149.95,340,2.27,568,3.79,62.0,5.48,1,2008,AM2,Unknown
1012,AMD Athlon 64 3000+,CPU,2004-10-14,90.0,67.0,84.0,69.0,1800.0,Unknown,AMD,20.0,303,15.13,506,25.31,89.0,3.4,1,2008,Socket 754,Desktop
1107,AMD Athlon 64 4000+,CPU,2004-10-19,90.0,89.0,115.0,105.0,2400.0,Unknown,AMD,99.95,340,3.4,565,5.65,62.0,5.49,1,2008,AM2,Unknown
1154,AMD Athlon 64 4000+,CPU,2004-10-19,130.0,89.0,193.0,106.0,2400.0,Unknown,AMD,99.95,340,3.4,565,5.65,62.0,5.49,1,2008,AM2,Unknown
987,AMD Sempron 3000+,CPU,2004-11-23,90.0,25.0,,63.0,1800.0,Unknown,AMD,34.95,268,7.66,333,9.53,62.0,4.32,1,2008,AM2,Desktop
857,AMD Sempron 3100+,CPU,2005-01-01,90.0,25.0,,63.0,1800.0,Unknown,AMD,65.0,298,4.58,383,5.89,62.0,4.8,1,2009,754,Desktop
1124,AMD Sempron 3000+,CPU,2005-02-15,130.0,62.0,144.0,69.0,1800.0,Unknown,AMD,34.95,268,7.66,333,9.53,62.0,4.32,1,2008,AM2,Desktop
1159,AMD Sempron 3300+,CPU,2005-04-01,90.0,62.0,84.0,63.0,2000.0,Unknown,AMD,20.0,315,15.74,394,19.68,62.0,5.08,1,2008,754,Desktop
1203,AMD Sempron 3000+,CPU,2005-04-01,90.0,62.0,84.0,63.0,1800.0,Unknown,AMD,34.95,268,7.66,333,9.53,62.0,4.32,1,2008,AM2,Desktop
862,AMD Sempron 3100+,CPU,2005-04-01,90.0,62.0,84.0,63.0,1800.0,Unknown,AMD,65.0,298,4.58,383,5.89,62.0,4.8,1,2009,754,Desktop
870,AMD Athlon 64 3200+,CPU,2005-04-04,90.0,67.0,83.0,69.0,2000.0,Unknown,AMD,149.95,340,2.27,568,3.79,62.0,5.48,1,2008,AM2,Unknown
1201,AMD Athlon 64 3000+,CPU,2005-04-04,90.0,67.0,83.0,69.0,1800.0,Unknown,AMD,20.0,303,15.13,506,25.31,89.0,3.4,1,2008,Socket 754,Desktop
929,AMD Athlon 64 3500+,CPU,2005-04-04,90.0,67.0,83.0,69.0,2200.0,Unknown,AMD,79.95,396,4.95,568,7.1,45.0,8.8,1,2008,AM2,Unknown
1030,AMD Athlon 64 3800+,CPU,2005-04-04,90.0,89.0,83.0,69.0,2400.0,Unknown,AMD,131.01,292,2.23,461,3.52,45.0,6.5,1,2009,AM2,Unknown
760,AMD Athlon 64 3000+,CPU,2005-04-14,130.0,62.0,,105.0,1800.0,Unknown,AMD,20.0,303,15.13,506,25.31,89.0,3.4,1,2008,Socket 754,Desktop
1190,AMD Athlon 64 3400+,CPU,2005-04-14,130.0,83.0,,105.0,2200.0,Unknown,AMD,99.95,375,3.75,429,4.29,89.0,4.21,1,2009,754,Unknown
926,AMD Athlon 64 3200+,CPU,2005-04-14,130.0,83.0,,105.0,2000.0,Unknown,AMD,149.95,340,2.27,568,3.79,62.0,5.48,1,2008,AM2,Unknown
804,AMD Athlon 64 3700+,CPU,2005-04-14,130.0,83.0,,105.0,2400.0,Unknown,AMD,89.95,394,4.38,435,4.83,89.0,4.42,1,2008,939,Desktop
1105,AMD Athlon 64 3200+,CPU,2005-04-14,130.0,62.0,,105.0,2000.0,Unknown,AMD,149.95,340,2.27,568,3.79,62.0,5.48,1,2008,AM2,Unknown
312,Intel Core Duo T2050,CPU,2005-05-01,65.0,31.0,90.0,151.0,1600.0,Intel,Intel,,320,,493,,31.0,10.32,2,2008,PGA478,Desktop
822,AMD Sempron 3100+,CPU,2005-05-03,90.0,62.0,,63.0,1800.0,Unknown,AMD,65.0,298,4.58,383,5.89,62.0,4.8,1,2009,754,Desktop
10,Intel Pentium D 830,CPU,2005-05-26,90.0,130.0,206.0,169.0,3000.0,Intel,Intel,,494,,550,,95.0,5.2,2,2008,PLGA775,Desktop
1075,AMD Athlon 64 3200+,CPU,2005-05-31,90.0,67.0,156.0,154.0,2000.0,Unknown,AMD,149.95,340,2.27,568,3.79,62.0,5.48,1,2008,AM2,Unknown
749,AMD Athlon 64 3500+,CPU,2005-05-31,90.0,67.0,156.0,154.0,2200.0,Unknown,AMD,79.95,396,4.95,568,7.1,45.0,8.8,1,2008,AM2,Unknown
1004,AMD Athlon 64 FX-57,CPU,2005-06-27,90.0,104.0,115.0,114.0,2800.0,Unknown,AMD,,517,,552,,104.0,4.97,1,2009,939,Desktop
808,AMD Sempron 2500+,CPU,2005-07-07,90.0,62.0,84.0,63.0,1400.0,Unknown,AMD,59.95,207,3.45,405,6.75,,,1,2009,Socket A,Desktop
1212,AMD Sempron 3000+,CPU,2005-07-15,90.0,62.0,,69.0,1800.0,Unknown,AMD,34.95,268,7.66,333,9.53,62.0,4.32,1,2008,AM2,Desktop
766,AMD Sempron 3300+,CPU,2005-07-15,90.0,62.0,,69.0,2000.0,Unknown,AMD,20.0,315,15.74,394,19.68,62.0,5.08,1,2008,754,Desktop
1193,AMD Sempron 3300+,CPU,2005-07-15,90.0,25.0,,69.0,2000.0,Unknown,AMD,20.0,315,15.74,394,19.68,62.0,5.08,1,2008,754,Desktop
936,AMD Sempron 3100+,CPU,2005-07-15,90.0,25.0,,69.0,1800.0,Unknown,AMD,65.0,298,4.58,383,5.89,62.0,4.8,1,2009,754,Desktop
958,AMD Sempron 3100+,CPU,2005-07-15,90.0,62.0,,69.0,1800.0,Unknown,AMD,65.0,298,4.58,383,5.89,62.0,4.8,1,2009,754,Desktop
884,AMD Sempron 3000+,CPU,2005-07-15,90.0,25.0,,69.0,1800.0,Unknown,AMD,34.95,268,7.66,333,9.53,62.0,4.32,1,2008,AM2,Desktop
814,AMD Sempron 2800+,CPU,2005-07-15,90.0,25.0,,69.0,1600.0,Unknown,AMD,29.95,243,8.11,408,13.63,62.0,3.92,1,2008,AM2,Desktop
1052,AMD Sempron 3400+,CPU,2005-08-01,90.0,62.0,84.0,63.0,2000.0,Unknown,AMD,86.68,292,3.37,346,3.99,62.0,4.71,1,2008,AM2,Desktop
1050,AMD Athlon 64 X2 3800+,CPU,2005-08-01,90.0,89.0,156.0,154.0,2000.0,Unknown,AMD,,566,,745,,89.0,6.36,2,2010,939,Desktop
1172,AMD Opteron 254,CPU,2005-08-01,90.0,92.0,,106.0,2800.0,Unknown,AMD,,451,,578,,68.0,6.63,1,2012,940,Server
1197,AMD Athlon 64 X2 3800+,CPU,2005-08-01,90.0,89.0,156.0,154.0,2000.0,Unknown,AMD,,566,,745,,89.0,6.36,2,2010,939,Desktop
777,AMD Opteron 144,CPU,2005-08-02,90.0,67.0,,106.0,1800.0,Unknown,AMD,29.95,316,10.55,376,12.56,67.0,4.72,1,2008,939,Server
1006,AMD Opteron 148,CPU,2005-08-02,90.0,85.0,,106.0,2200.0,Unknown,AMD,,392,,443,,85.3,4.6,1,2009,939,Server
939,AMD Opteron 146,CPU,2005-08-02,90.0,67.0,,106.0,2000.0,Unknown,AMD,35.0,346,9.88,400,11.43,67.0,5.16,1,2009,939,Server
995,AMD Opteron 146,CPU,2005-08-02,90.0,67.0,,106.0,2000.0,Unknown,AMD,35.0,346,9.88,400,11.43,67.0,5.16,1,2009,939,Server
1117,AMD Opteron 152,CPU,2005-08-02,90.0,104.0,,106.0,2600.0,Unknown,AMD,,428,,487,,104.0,4.12,1,2009,939,Server
789,AMD Opteron 152,CPU,2005-08-02,90.0,104.0,,106.0,2600.0,Unknown,AMD,,428,,487,,104.0,4.12,1,2009,939,Server
1155,AMD Opteron 150,CPU,2005-08-02,90.0,85.0,,106.0,2400.0,Unknown,AMD,352.94,393,1.11,471,1.34,85.3,4.6,1,2009,939,Server
1161,AMD Opteron 154,CPU,2005-08-02,90.0,104.0,,106.0,2800.0,Unknown,AMD,,457,,534,,104.0,4.39,1,2011,939,Server
